# Energy [eV]  TOTAL [eV/s/eV]
1.040000e+01	1.756305e+50
1.047175e+01	1.744896e+50
1.054400e+01	1.733569e+50
1.061674e+01	1.722323e+50
1.068999e+01	1.711158e+50
1.076374e+01	1.700073e+50
1.083800e+01	1.689067e+50
1.091277e+01	1.678141e+50
1.098806e+01	1.667293e+50
1.106387e+01	1.656522e+50
1.114020e+01	1.645829e+50
1.121705e+01	1.635213e+50
1.129444e+01	1.624673e+50
1.137236e+01	1.614208e+50
1.145082e+01	1.603819e+50
1.152982e+01	1.593504e+50
1.160937e+01	1.583263e+50
1.168946e+01	1.573095e+50
1.177011e+01	1.563000e+50
1.185131e+01	1.552977e+50
1.193308e+01	1.543026e+50
1.201540e+01	1.533147e+50
1.209830e+01	1.523338e+50
1.218177e+01	1.513599e+50
1.226581e+01	1.503929e+50
1.235043e+01	1.494329e+50
1.243564e+01	1.484797e+50
1.252143e+01	1.475334e+50
1.260782e+01	1.465937e+50
1.269480e+01	1.456608e+50
1.278239e+01	1.447345e+50
1.287057e+01	1.438149e+50
1.295937e+01	1.429017e+50
1.304878e+01	1.419951e+50
1.313880e+01	1.410948e+50
1.322945e+01	1.402010e+50
1.332072e+01	1.393135e+50
1.341262e+01	1.384323e+50
1.350515e+01	1.375573e+50
1.359833e+01	1.366886e+50
1.369214e+01	1.358259e+50
1.378661e+01	1.349693e+50
1.388172e+01	1.341188e+50
1.397749e+01	1.332743e+50
1.407393e+01	1.324357e+50
1.417102e+01	1.316029e+50
1.426879e+01	1.307760e+50
1.436723e+01	1.299549e+50
1.446635e+01	1.291396e+50
1.456616e+01	1.283299e+50
1.466665e+01	1.275259e+50
1.476784e+01	1.267275e+50
1.486972e+01	1.259346e+50
1.497231e+01	1.251472e+50
1.507561e+01	1.243653e+50
1.517961e+01	1.235887e+50
1.528434e+01	1.228175e+50
1.538979e+01	1.220517e+50
1.549596e+01	1.212911e+50
1.560287e+01	1.205357e+50
1.571052e+01	1.197854e+50
1.581891e+01	1.190403e+50
1.592804e+01	1.183003e+50
1.603793e+01	1.175653e+50
1.614858e+01	1.168352e+50
1.625999e+01	1.161101e+50
1.637217e+01	1.153899e+50
1.648512e+01	1.146746e+50
1.659885e+01	1.139640e+50
1.671337e+01	1.132582e+50
1.682868e+01	1.125570e+50
1.694478e+01	1.118606e+50
1.706169e+01	1.111688e+50
1.717940e+01	1.104815e+50
1.729792e+01	1.097988e+50
1.741726e+01	1.091205e+50
1.753742e+01	1.084467e+50
1.765841e+01	1.077773e+50
1.778024e+01	1.071122e+50
1.790291e+01	1.064514e+50
1.802642e+01	1.057949e+50
1.815079e+01	1.051426e+50
1.827601e+01	1.044945e+50
1.840210e+01	1.038505e+50
1.852906e+01	1.032107e+50
1.865689e+01	1.025748e+50
1.878561e+01	1.019430e+50
1.891521e+01	1.013151e+50
1.904571e+01	1.006912e+50
1.917711e+01	1.000711e+50
1.930941e+01	9.945487e+49
1.944263e+01	9.884244e+49
1.957677e+01	9.823377e+49
1.971183e+01	9.762881e+49
1.984782e+01	9.702753e+49
1.998476e+01	9.642988e+49
2.012263e+01	9.583583e+49
2.026146e+01	9.524533e+49
2.040125e+01	9.465834e+49
2.054200e+01	9.407483e+49
2.068372e+01	9.349476e+49
2.082642e+01	9.291809e+49
2.097010e+01	9.234478e+49
2.111478e+01	9.177479e+49
2.126045e+01	9.120808e+49
2.140713e+01	9.064462e+49
2.155482e+01	9.008437e+49
2.170352e+01	8.952729e+49
2.185326e+01	8.897335e+49
2.200403e+01	8.842250e+49
2.215584e+01	8.787472e+49
